n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n20, n21, n22, n23, n24, n25, n26, n27, n28, n29, n30, n31, n32, n33, n34, n35, n36, n37, n38, n39, n40, n41, n42, n43, n44, n45, n46, n47, n48, n49, n50
52, 48, 12, 100, 23, 77, 68, 68, 83, 57, 67, 72, 30, 13, 62, 87, 77, 96, 51, 69, 65, 93, 68, 92, 99, 17, 40, 21, 75, 48, 42, 11, 53, 26, 15, 4, 93, 9, 77, 87, 97, 63, 77, 0, 2, 74, 30, 59, 22, 15
52, 82, 57, 69, 62, 97, 26, 76, 42, 91, 2, 95, 19, 84, 100, 79, 82, 40, 2, 55, 12, 96, 16, 4, 2, 94, 0, 25, 44, 23, 79, 20, 21, 35, 68, 70, 97, 69, 36, 94, 5, 19, 1, 38, 67, 92, 93, 16, 77, 58
52, 84, 81, 82, 54, 35, 18, 92, 11, 86, 12, 54, 24, 64, 38, 81, 9, 18, 88, 89, 89, 29, 50, 80, 7, 17, 48, 71, 39, 39, 55, 11, 88, 55, 46, 88, 57, 81, 79, 19, 69, 60, 86, 49, 13, 6, 90, 38, 51, 88
53, 2, 19, 76, 59, 88, 78, 52, 77, 64, 46, 40, 74, 7, 52, 22, 24, 98, 4, 68, 21, 51, 48, 6, 14, 86, 1, 72, 100, 32, 9, 60, 7, 68, 38, 39, 94, 77, 69, 94, 69, 63, 26, 37, 89, 33, 28, 58, 74, 46
53, 4, 17, 83, 25, 44, 0, 76, 45, 51, 7, 60, 98, 9, 43, 3, 99, 3, 77, 51, 22, 60, 61, 74, 94, 74, 42, 26, 39, 2, 79, 23, 40, 53, 13, 58, 13, 2, 68, 54, 42, 37, 16, 19, 9, 76, 73, 23, 12, 82
53, 22, 90, 1, 35, 45, 82, 13, 86, 26, 87, 80, 61, 94, 90, 40, 41, 69, 97, 45, 50, 66, 52, 36, 63, 20, 35, 16, 78, 86, 23, 15, 52, 92, 6, 49, 75, 40, 3, 33, 16, 57, 28, 52, 80, 75, 98, 65, 88, 32
53, 36, 6, 51, 62, 66, 58, 22, 75, 4, 65, 55, 58, 32, 88, 35, 58, 23, 2, 2, 31, 85, 63, 35, 45, 88, 29, 51, 75, 72, 12, 17, 84, 92, 99, 48, 70, 16, 62, 70, 38, 80, 75, 31, 15, 52, 36, 51, 42, 39
53, 59, 9, 47, 1, 80, 25, 52, 1, 48, 35, 95, 61, 84, 2, 61, 78, 99, 51, 54, 40, 7, 27, 24, 45, 47, 88, 88, 37, 87, 9, 43, 34, 6, 73, 47, 72, 69, 33, 83, 29, 30, 94, 38, 29, 69, 14, 61, 54, 49
53, 61, 29, 38, 59, 36, 83, 14, 32, 67, 65, 47, 31, 96, 30, 48, 81, 47, 95, 8, 84, 3, 26, 36, 10, 58, 54, 27, 92, 27, 56, 72, 41, 86, 8, 93, 67, 77, 65, 18, 23, 68, 64, 75, 4, 99, 95, 84, 79, 60
53, 95, 98, 59, 90, 63, 57, 0, 66, 58, 2, 56, 33, 38, 64, 50, 91, 21, 98, 5, 5, 99, 34, 12, 73, 48, 22, 93, 45, 93, 96, 85, 93, 0, 62, 3, 13, 89, 100, 16, 52, 19, 75, 63, 87, 42, 67, 46, 68, 50
54, 1, 88, 19, 38, 90, 95, 18, 26, 34, 12, 51, 65, 91, 38, 90, 19, 90, 71, 7, 79, 10, 17, 45, 64, 67, 36, 48, 100, 49, 1, 97, 81, 82, 48, 22, 36, 4, 52, 63, 41, 9, 50, 97, 88, 47, 86, 69, 78, 60
54, 36, 48, 41, 72, 63, 12, 40, 92, 26, 67, 5, 61, 19, 57, 47, 69, 74, 100, 1, 21, 34, 22, 93, 3, 10, 25, 5, 63, 3, 23, 46, 37, 43, 98, 48, 21, 75, 44, 13, 2, 17, 68, 83, 8, 32, 54, 29, 30, 72
54, 40, 93, 67, 38, 96, 19, 32, 12, 91, 49, 14, 42, 1, 26, 0, 74, 84, 93, 94, 40, 28, 77, 59, 9, 64, 82, 71, 15, 96, 83, 47, 28, 68, 59, 4, 39, 26, 2, 58, 49, 62, 16, 74, 15, 45, 36, 58, 35, 92
54, 56, 87, 45, 68, 0, 32, 34, 12, 39, 33, 21, 67, 23, 85, 26, 30, 25, 25, 61, 69, 44, 91, 66, 64, 24, 91, 83, 30, 61, 98, 33, 86, 97, 9, 96, 16, 12, 28, 41, 30, 23, 62, 79, 48, 62, 91, 64, 39, 8
54, 60, 31, 30, 97, 63, 45, 13, 21, 34, 11, 98, 3, 13, 27, 94, 15, 69, 94, 0, 38, 2, 92, 22, 74, 23, 1, 79, 58, 54, 26, 71, 12, 36, 5, 54, 100, 82, 4, 0, 89, 25, 13, 82, 14, 9, 49, 75, 87, 42
54, 76, 97, 4, 67, 66, 59, 42, 85, 4, 18, 68, 69, 45, 77, 40, 95, 11, 10, 76, 86, 76, 47, 34, 51, 8, 21, 0, 94, 43, 66, 31, 43, 98, 36, 33, 25, 18, 60, 86, 8, 26, 62, 17, 21, 54, 14, 34, 97, 9
54, 83, 94, 10, 4, 83, 52, 74, 19, 55, 58, 50, 11, 46, 24, 24, 19, 82, 39, 73, 75, 56, 39, 77, 47, 51, 50, 11, 10, 32, 30, 56, 100, 30, 20, 83, 6, 16, 50, 78, 6, 71, 48, 85, 24, 67, 82, 5, 93, 24
54, 87, 94, 3, 13, 59, 43, 0, 83, 34, 26, 20, 10, 14, 85, 96, 89, 100, 83, 33, 12, 37, 81, 62, 77, 34, 25, 83, 55, 43, 33, 93, 51, 62, 30, 41, 17, 79, 88, 80, 6, 81, 28, 7, 40, 42, 86, 36, 51, 44
55, 0, 25, 20, 5, 63, 23, 50, 55, 61, 11, 73, 30, 94, 15, 70, 94, 0, 42, 38, 19, 46, 2, 79, 16, 72, 95, 33, 50, 21, 36, 25, 42, 50, 26, 63, 0, 46, 53, 58, 49, 42, 82, 40, 10, 77, 58, 10, 90, 39
55, 1, 53, 71, 36, 31, 45, 30, 20, 15, 13, 26, 49, 53, 63, 39, 9, 8, 78, 55, 72, 77, 28, 51, 71, 7, 58, 81, 98, 83, 29, 64, 62, 23, 79, 66, 52, 42, 85, 67, 8, 5, 18, 44, 40, 95, 23, 14, 39, 62
55, 7, 49, 47, 31, 94, 86, 45, 18, 38, 27, 81, 1, 90, 41, 69, 78, 33, 63, 26, 30, 64, 12, 77, 74, 26, 53, 35, 53, 11, 88, 6, 69, 10, 87, 88, 89, 9, 94, 67, 44, 54, 91, 74, 48, 49, 77, 15, 87, 48
55, 17, 10, 68, 1, 38, 89, 32, 99, 6, 75, 100, 87, 38, 81, 39, 10, 72, 19, 5, 39, 48, 99, 17, 34, 48, 36, 87, 83, 82, 71, 44, 59, 59, 76, 49, 30, 35, 21, 20, 33, 49, 87, 22, 19, 91, 36, 70, 15, 31
55, 44, 50, 71, 55, 4, 22, 98, 91, 69, 93, 100, 20, 80, 74, 72, 47, 7, 1, 71, 94, 49, 89, 94, 37, 92, 24, 27, 40, 75, 33, 48, 80, 97, 31, 45, 71, 64, 72, 45, 9, 94, 22, 7, 14, 87, 70, 77, 74, 41
55, 57, 83, 53, 11, 72, 64, 73, 57, 36, 0, 31, 93, 53, 15, 46, 88, 95, 37, 48, 10, 91, 100, 19, 69, 33, 86, 27, 1, 32, 71, 84, 61, 55, 99, 45, 10, 43, 25, 85, 52, 21, 70, 54, 36, 35, 68, 84, 83, 23
55, 70, 79, 39, 38, 86, 47, 44, 62, 47, 13, 60, 89, 74, 16, 10, 99, 60, 52, 63, 7, 52, 91, 84, 19, 65, 89, 96, 76, 49, 96, 42, 55, 82, 86, 30, 29, 10, 51, 27, 42, 5, 88, 17, 57, 68, 59, 35, 18, 10
55, 76, 22, 88, 9, 90, 16, 30, 16, 74, 18, 70, 21, 23, 91, 62, 27, 29, 30, 65, 38, 14, 6, 63, 25, 41, 73, 22, 57, 56, 70, 0, 14, 62, 1, 33, 14, 36, 11, 87, 28, 53, 54, 34, 65, 66, 25, 86, 32, 69
55, 84, 91, 66, 94, 46, 8, 75, 51, 55, 86, 53, 100, 92, 6, 17, 85, 88, 23, 30, 86, 18, 86, 36, 17, 14, 87, 68, 89, 86, 87, 34, 85, 12, 53, 26, 86, 25, 42, 5, 21, 95, 10, 49, 31, 57, 29, 80, 23, 37
56, 11, 58, 80, 87, 72, 88, 8, 54, 78, 19, 98, 40, 77, 59, 62, 7, 49, 52, 12, 75, 66, 50, 39, 83, 74, 69, 16, 8, 90, 38, 31, 24, 7, 48, 51, 17, 80, 74, 5, 89, 78, 36, 50, 48, 38, 29, 44, 41, 83
56, 24, 22, 30, 18, 89, 50, 49, 49, 57, 69, 62, 53, 24, 68, 78, 10, 42, 26, 19, 41, 90, 15, 85, 24, 76, 98, 66, 22, 50, 1, 95, 52, 57, 65, 35, 99, 91, 65, 76, 76, 64, 54, 75, 30, 5, 64, 60, 13, 49
56, 26, 5, 46, 47, 71, 11, 8, 13, 52, 16, 0, 65, 87, 73, 78, 71, 87, 65, 74, 61, 30, 100, 52, 40, 14, 70, 36, 47, 91, 11, 90, 41, 0, 46, 96, 61, 48, 14, 63, 30, 25, 52, 73, 20, 31, 13, 63, 17, 12
56, 48, 91, 0, 55, 7, 78, 38, 77, 39, 49, 91, 78, 85, 18, 58, 24, 83, 86, 50, 77, 43, 71, 100, 14, 61, 46, 100, 7, 81, 95, 64, 83, 79, 12, 27, 4, 66, 28, 77, 33, 14, 87, 14, 82, 24, 22, 32, 44, 33
56, 54, 73, 41, 15, 19, 90, 76, 36, 71, 62, 13, 51, 57, 11, 59, 16, 99, 74, 90, 60, 83, 14, 45, 15, 78, 30, 22, 68, 17, 85, 32, 49, 86, 7, 77, 92, 72, 23, 94, 63, 60, 9, 81, 29, 75, 16, 9, 16, 75
56, 60, 43, 91, 91, 23, 83, 12, 29, 86, 0, 65, 4, 6, 2, 75, 8, 14, 34, 46, 5, 75, 66, 64, 63, 33, 13, 46, 31, 71, 20, 58, 72, 38, 28, 63, 52, 40, 23, 72, 5, 54, 78, 93, 45, 59, 80, 60, 61, 92
56, 81, 31, 69, 68, 77, 80, 21, 63, 99, 41, 19, 93, 49, 12, 36, 28, 27, 1, 79, 7, 37, 33, 100, 7, 59, 68, 9, 63, 57, 62, 35, 65, 79, 44, 89, 68, 36, 60, 65, 31, 24, 73, 71, 56, 88, 27, 14, 82, 43
56, 82, 47, 15, 12, 88, 36, 55, 86, 39, 99, 82, 65, 48, 51, 32, 84, 23, 89, 40, 83, 57, 71, 60, 66, 13, 83, 99, 8, 28, 97, 83, 89, 12, 66, 18, 46, 5, 92, 48, 4, 94, 17, 56, 10, 51, 14, 90, 55, 86
56, 84, 58, 31, 50, 5, 67, 69, 73, 93, 30, 55, 47, 3, 37, 56, 11, 13, 16, 54, 23, 52, 15, 4, 48, 43, 100, 74, 100, 29, 45, 22, 65, 37, 14, 38, 40, 54, 52, 54, 71, 73, 12, 70, 11, 27, 66, 14, 73, 30
56, 91, 1, 91, 0, 0, 22, 87, 27, 66, 24, 84, 41, 15, 18, 48, 48, 57, 63, 95, 96, 43, 21, 61, 27, 33, 96, 9, 30, 73, 45, 60, 97, 53, 79, 47, 46, 0, 72, 32, 34, 8, 81, 22, 30, 6, 3, 42, 35, 98
56, 92, 7, 83, 8, 96, 20, 63, 93, 7, 92, 23, 62, 5, 22, 19, 78, 91, 29, 96, 20, 93, 65, 95, 71, 26, 50, 10, 81, 27, 18, 91, 26, 40, 68, 71, 38, 86, 79, 80, 69, 41, 38, 11, 78, 69, 40, 56, 73, 40
56, 92, 40, 27, 50, 63, 11, 38, 0, 39, 81, 15, 61, 52, 72, 96, 43, 54, 14, 43, 87, 97, 6, 47, 49, 85, 29, 3, 34, 74, 39, 85, 33, 49, 2, 75, 16, 38, 96, 65, 80, 39, 48, 23, 29, 75, 69, 80, 68, 14
56, 98, 37, 88, 37, 6, 25, 43, 96, 77, 71, 83, 13, 59, 94, 19, 64, 98, 13, 84, 88, 50, 53, 63, 33, 41, 82, 92, 33, 23, 83, 72, 99, 25, 74, 91, 23, 25, 79, 48, 75, 11, 94, 47, 61, 40, 65, 11, 35, 26
56, 100, 95, 19, 57, 79, 81, 33, 34, 59, 63, 78, 66, 84, 1, 12, 76, 12, 41, 49, 36, 75, 62, 61, 91, 72, 39, 60, 63, 46, 25, 94, 7, 25, 95, 54, 54, 68, 46, 92, 81, 88, 5, 28, 55, 27, 59, 58, 28, 69
57, 14, 66, 38, 5, 41, 12, 3, 11, 15, 21, 63, 39, 60, 87, 16, 42, 79, 64, 23, 96, 35, 48, 63, 27, 83, 77, 3, 76, 46, 35, 71, 71, 40, 90, 70, 74, 14, 62, 0, 1, 77, 69, 44, 48, 49, 32, 82, 75, 21
57, 20, 0, 11, 70, 48, 14, 46, 11, 52, 31, 16, 22, 54, 42, 86, 89, 6, 37, 24, 8, 57, 16, 9, 60, 56, 50, 58, 65, 50, 98, 75, 81, 92, 23, 9, 86, 63, 93, 16, 78, 40, 43, 69, 6, 78, 80, 63, 19, 4
57, 21, 88, 91, 97, 1, 87, 45, 2, 9, 30, 16, 0, 24, 97, 38, 97, 11, 39, 82, 71, 71, 67, 34, 25, 44, 84, 35, 68, 98, 93, 100, 81, 68, 37, 55, 39, 3, 31, 53, 44, 90, 77, 23, 30, 90, 75, 77, 58, 80
57, 32, 46, 68, 89, 3, 0, 12, 53, 18, 8, 39, 11, 8, 94, 45, 0, 81, 6, 45, 78, 51, 81, 83, 28, 40, 85, 17, 35, 32, 9, 62, 74, 51, 98, 7, 73, 73, 87, 36, 99, 65, 99, 59, 98, 18, 80, 93, 11, 23
57, 36, 36, 20, 100, 33, 13, 72, 0, 82, 87, 39, 97, 32, 44, 37, 88, 83, 0, 87, 37, 82, 53, 99, 24, 75, 98, 98, 80, 32, 24, 49, 49, 62, 1, 81, 12, 58, 46, 81, 16, 88, 20, 57, 20, 11, 50, 44, 63, 11
57, 37, 36, 45, 58, 65, 58, 6, 6, 100, 98, 74, 74, 10, 92, 35, 56, 14, 81, 12, 70, 43, 32, 49, 62, 53, 14, 12, 38, 92, 65, 67, 26, 12, 64, 53, 11, 13, 73, 32, 13, 82, 65, 40, 24, 3, 74, 100, 46, 59
57, 53, 19, 35, 22, 38, 10, 34, 61, 60, 18, 53, 17, 6, 38, 27, 89, 33, 8, 58, 91, 30, 96, 44, 23, 23, 54, 14, 30, 84, 58, 15, 76, 7, 85, 55, 45, 12, 59, 30, 52, 51, 23, 33, 92, 99, 83, 73, 57, 50
57, 59, 34, 19, 54, 21, 86, 98, 58, 55, 95, 31, 82, 5, 41, 49, 25, 69, 70, 84, 59, 22, 12, 62, 12, 30, 17, 7, 4, 17, 96, 55, 87, 34, 35, 23, 98, 97, 69, 39, 7, 44, 7, 42, 36, 8, 22, 57, 10, 82
57, 73, 26, 65, 24, 30, 44, 62, 19, 95, 61, 27, 54, 18, 31, 98, 43, 6, 9, 11, 94, 53, 77, 55, 16, 32, 43, 87, 5, 64, 62, 68, 34, 74, 73, 38, 30, 64, 47, 80, 54, 13, 2, 78, 70, 84, 27, 21, 70, 6
58, 5, 24, 92, 22, 31, 59, 16, 57, 51, 92, 32, 27, 99, 83, 45, 52, 100, 11, 12, 46, 37, 91, 13, 72, 11, 35, 34, 3, 5, 30, 62, 76, 78, 45, 34, 32, 77, 44, 9, 83, 5, 88, 25, 95, 88, 54, 92, 0, 79
58, 11, 51, 51, 94, 99, 70, 61, 7, 87, 28, 39, 59, 34, 26, 68, 67, 8, 12, 44, 2, 13, 71, 90, 95, 8, 53, 26, 59, 24, 63, 63, 99, 94, 78, 3, 72, 40, 4, 75, 49, 69, 28, 37, 33, 44, 39, 27, 81, 97
58, 13, 82, 61, 4, 24, 44, 32, 54, 7, 66, 13, 98, 4, 82, 100, 81, 89, 71, 67, 71, 21, 0, 50, 4, 4, 10, 89, 65, 73, 59, 88, 84, 56, 55, 32, 49, 71, 27, 93, 18, 97, 56, 45, 3, 76, 45, 93, 98, 40
58, 14, 12, 16, 98, 100, 78, 81, 66, 64, 87, 72, 81, 1, 91, 80, 84, 60, 63, 12, 67, 61, 1, 13, 90, 53, 2, 90, 74, 89, 18, 12, 24, 87, 18, 12, 23, 99, 21, 22, 97, 51, 64, 64, 13, 83, 99, 95, 10, 80
58, 17, 43, 59, 17, 29, 76, 75, 22, 54, 4, 21, 82, 66, 60, 50, 29, 55, 69, 49, 4, 62, 36, 78, 55, 16, 63, 31, 45, 37, 26, 15, 17, 89, 74, 21, 11, 89, 79, 75, 82, 75, 75, 73, 42, 87, 13, 69, 86, 96
58, 28, 1, 60, 54, 1, 41, 41, 89, 3, 98, 59, 76, 36, 27, 100, 0, 97, 28, 8, 40, 4, 16, 57, 55, 41, 68, 65, 85, 69, 9, 44, 50, 60, 33, 62, 77, 80, 52, 37, 11, 51, 55, 85, 99, 23, 87, 2, 3, 42
58, 35, 53, 89, 0, 4, 67, 31, 63, 71, 32, 51, 61, 26, 52, 22, 20, 35, 40, 48, 59, 51, 24, 12, 47, 11, 83, 83, 54, 37, 73, 10, 52, 1, 81, 58, 70, 22, 75, 91, 9, 76, 69, 63, 86, 58, 94, 32, 62, 78
58, 38, 13, 59, 35, 60, 78, 85, 42, 92, 37, 4, 69, 49, 34, 70, 62, 80, 73, 83, 23, 61, 93, 90, 40, 74, 0, 47, 65, 16, 70, 81, 67, 65, 47, 50, 48, 29, 77, 62, 16, 8, 19, 49, 14, 98, 65, 53, 17, 58
58, 40, 55, 17, 95, 23, 81, 56, 80, 97, 70, 33, 44, 75, 27, 13, 31, 64, 14, 94, 52, 22, 29, 29, 99, 64, 41, 44, 61, 26, 18, 61, 64, 67, 73, 53, 13, 85, 35, 4, 13, 88, 71, 67, 72, 78, 17, 4, 41, 51
58, 42, 99, 87, 95, 27, 20, 67, 16, 15, 62, 42, 9, 29, 51, 2, 86, 23, 44, 32, 84, 54, 76, 52, 81, 4, 75, 91, 72, 46, 89, 84, 70, 8, 52, 46, 43, 36, 65, 36, 73, 5, 64, 98, 11, 2, 60, 57, 1, 50
58, 49, 22, 70, 26, 58, 18, 18, 66, 33, 51, 8, 35, 56, 43, 14, 92, 42, 62, 83, 98, 20, 36, 35, 91, 19, 11, 57, 4, 70, 17, 83, 76, 83, 75, 21, 55, 73, 14, 86, 94, 15, 60, 23, 11, 68, 45, 48, 6, 57
58, 55, 69, 28, 61, 19, 21, 78, 71, 75, 46, 88, 9, 38, 4, 33, 15, 57, 12, 70, 45, 84, 70, 91, 17, 9, 0, 22, 44, 87, 17, 26, 82, 49, 21, 67, 60, 86, 77, 47, 28, 8, 54, 97, 19, 9, 15, 57, 45, 71
58, 61, 91, 91, 86, 92, 45, 83, 92, 73, 61, 0, 82, 89, 68, 15, 39, 83, 6, 16, 6, 62, 14, 45, 81, 47, 89, 6, 52, 42, 83, 16, 25, 52, 18, 48, 34, 84, 25, 40, 78, 58, 87, 24, 74, 50, 27, 23, 27, 61
58, 71, 68, 4, 15, 11, 21, 5, 13, 28, 94, 9, 89, 32, 25, 6, 84, 56, 28, 72, 47, 96, 15, 10, 97, 45, 13, 85, 74, 39, 69, 43, 74, 40, 33, 10, 94, 17, 94, 37, 75, 32, 56, 50, 49, 87, 68, 23, 25, 20
58, 79, 16, 51, 38, 56, 25, 72, 99, 85, 96, 49, 76, 18, 76, 81, 3, 0, 1, 14, 73, 71, 30, 4, 14, 27, 70, 22, 77, 95, 71, 65, 49, 23, 32, 21, 13, 46, 81, 72, 99, 32, 66, 88, 46, 0, 53, 2, 44, 58
58, 82, 47, 45, 0, 8, 37, 51, 4, 44, 45, 25, 69, 7, 47, 56, 14, 56, 20, 95, 64, 70, 8, 12, 98, 11, 57, 34, 21, 100, 71, 87, 98, 84, 85, 100, 90, 32, 100, 18, 57, 13, 2, 60, 15, 55, 53, 38, 92, 72
58, 84, 9, 90, 76, 74, 47, 22, 64, 44, 69, 26, 43, 55, 68, 65, 80, 74, 8, 91, 89, 84, 0, 45, 61, 69, 37, 99, 6, 9, 49, 46, 90, 45, 50, 86, 42, 94, 54, 57, 63, 90, 70, 92, 35, 42, 55, 75, 11, 26
58, 86, 54, 22, 9, 54, 55, 42, 88, 79, 80, 3, 16, 34, 78, 42, 32, 95, 56, 83, 20, 89, 94, 91, 6, 23, 11, 42, 98, 20, 43, 42, 80, 48, 51, 36, 81, 38, 80, 15, 12, 46, 20, 91, 60, 19, 92, 44, 25, 89
58, 91, 97, 0, 58, 15, 4, 94, 66, 54, 96, 70, 29, 47, 37, 42, 48, 17, 60, 89, 54, 42, 26, 62, 0, 0, 31, 40, 39, 55, 75, 4, 76, 76, 48, 57, 15, 52, 84, 23, 70, 13, 63, 16, 93, 29, 10, 76, 11, 39
59, 9, 19, 37, 61, 36, 53, 8, 29, 18, 75, 51, 72, 8, 12, 84, 66, 19, 34, 39, 74, 9, 10, 83, 43, 58, 36, 32, 64, 12, 80, 60, 24, 80, 19, 84, 17, 73, 27, 31, 73, 37, 69, 34, 11, 90, 66, 93, 46, 49
59, 14, 20, 94, 47, 71, 3, 74, 39, 49, 16, 84, 82, 53, 67, 85, 30, 67, 47, 49, 70, 6, 1, 24, 86, 40, 90, 41, 60, 4, 14, 10, 11, 96, 13, 16, 30, 80, 51, 18, 80, 98, 41, 90, 58, 28, 11, 98, 37, 71
59, 14, 77, 88, 71, 92, 99, 71, 83, 91, 90, 96, 45, 57, 78, 63, 72, 70, 34, 21, 65, 95, 91, 40, 11, 67, 46, 56, 100, 18, 0, 21, 80, 11, 75, 53, 22, 73, 25, 98, 16, 22, 8, 26, 55, 34, 100, 96, 23, 52
59, 29, 85, 57, 90, 49, 86, 62, 44, 71, 87, 82, 96, 64, 76, 16, 73, 18, 40, 5, 91, 56, 30, 31, 28, 3, 94, 61, 18, 48, 14, 16, 95, 3, 16, 75, 71, 32, 92, 3, 35, 11, 11, 13, 80, 72, 71, 53, 83, 65
59, 30, 86, 95, 88, 99, 36, 34, 96, 72, 86, 12, 71, 56, 22, 70, 40, 29, 89, 7, 16, 77, 12, 37, 9, 8, 63, 82, 95, 56, 33, 64, 32, 51, 32, 99, 23, 79, 100, 37, 59, 18, 56, 19, 18, 97, 24, 61, 85, 47
59, 55, 10, 43, 37, 35, 59, 57, 85, 97, 92, 26, 98, 34, 61, 91, 66, 27, 44, 38, 18, 50, 17, 98, 26, 67, 96, 7, 40, 83, 9, 26, 70, 1, 15, 18, 49, 45, 74, 14, 99, 91, 65, 61, 21, 80, 34, 45, 65, 37
59, 79, 57, 13, 73, 30, 96, 32, 89, 20, 19, 72, 25, 81, 70, 100, 96, 84, 68, 97, 51, 91, 9, 100, 81, 68, 83, 67, 12, 33, 23, 4, 95, 2, 77, 46, 99, 80, 12, 42, 1, 24, 16, 69, 85, 43, 37, 37, 81, 21
59, 79, 62, 58, 51, 61, 87, 15, 87, 1, 50, 70, 31, 80, 78, 8, 35, 65, 80, 81, 13, 76, 47, 25, 32, 40, 25, 29, 52, 34, 48, 4, 2, 100, 31, 98, 6, 91, 11, 61, 15, 17, 19, 18, 49, 96, 96, 92, 16, 95
59, 80, 6, 66, 61, 27, 22, 44, 29, 4, 68, 32, 27, 96, 87, 14, 3, 91, 81, 91, 92, 75, 68, 0, 13, 28, 3, 41, 67, 15, 62, 6, 99, 12, 52, 40, 71, 25, 33, 86, 8, 19, 47, 40, 84, 96, 23, 41, 94, 3
59, 91, 62, 99, 20, 29, 15, 78, 68, 66, 59, 16, 69, 45, 72, 3, 43, 1, 7, 53, 91, 81, 58, 61, 56, 23, 6, 32, 50, 90, 88, 6, 78, 74, 92, 58, 40, 2, 61, 60, 91, 50, 15, 12, 33, 78, 99, 88, 59, 32
60, 9, 12, 67, 98, 47, 41, 58, 18, 32, 39, 42, 93, 15, 87, 26, 73, 80, 49, 34, 54, 56, 74, 94, 42, 72, 49, 68, 38, 5, 16, 89, 97, 12, 38, 0, 81, 60, 62, 35, 44, 10, 67, 28, 45, 93, 56, 12, 33, 52
60, 19, 61, 49, 87, 63, 17, 15, 62, 11, 12, 34, 38, 68, 14, 98, 42, 40, 61, 73, 37, 67, 57, 88, 71, 85, 4, 64, 62, 77, 23, 44, 80, 72, 78, 32, 27, 81, 84, 22, 0, 16, 40, 11, 86, 3, 26, 32, 52, 30
60, 32, 54, 31, 99, 17, 63, 25, 7, 43, 29, 63, 40, 39, 30, 99, 34, 81, 8, 97, 20, 83, 13, 56, 28, 2, 61, 62, 37, 78, 2, 92, 21, 69, 92, 98, 48, 84, 38, 8, 34, 49, 15, 2, 17, 95, 85, 45, 27, 92
60, 38, 68, 81, 87, 22, 53, 78, 69, 87, 41, 63, 29, 21, 76, 15, 41, 10, 51, 16, 82, 24, 49, 50, 15, 23, 13, 68, 57, 59, 13, 64, 25, 5, 89, 70, 63, 67, 45, 70, 4, 81, 51, 93, 37, 89, 43, 81, 17, 61
60, 41, 38, 24, 13, 30, 33, 11, 62, 33, 50, 93, 10, 77, 2, 5, 86, 85, 79, 30, 1, 100, 4, 29, 29, 1, 22, 89, 75, 32, 24, 65, 3, 67, 18, 85, 89, 76, 86, 52, 25, 13, 74, 25, 61, 72, 97, 5, 88, 93
60, 45, 11, 33, 10, 34, 80, 70, 31, 34, 81, 95, 19, 57, 42, 83, 21, 68, 60, 19, 66, 42, 87, 81, 50, 20, 100, 65, 65, 12, 57, 91, 82, 98, 76, 62, 56, 79, 10, 71, 69, 55, 70, 97, 48, 50, 14, 21, 30, 55
60, 55, 18, 47, 58, 51, 53, 73, 45, 76, 90, 4, 57, 52, 2, 73, 65, 85, 39, 92, 84, 26, 40, 66, 12, 82, 55, 70, 53, 85, 78, 99, 74, 60, 27, 34, 92, 78, 2, 13, 72, 18, 16, 2, 86, 4, 48, 83, 78, 68
61, 1, 81, 83, 0, 44, 73, 71, 32, 5, 77, 90, 24, 6, 96, 25, 33, 32, 27, 7, 97, 13, 31, 17, 81, 46, 92, 87, 83, 89, 30, 94, 42, 34, 51, 88, 67, 24, 11, 30, 60, 72, 48, 19, 81, 32, 32, 13, 46, 40
61, 18, 5, 35, 98, 53, 67, 28, 30, 14, 11, 48, 6, 79, 61, 21, 28, 18, 77, 10, 30, 63, 36, 36, 25, 26, 6, 94, 18, 87, 80, 22, 98, 94, 56, 56, 92, 56, 19, 57, 65, 76, 84, 34, 99, 77, 27, 89, 59, 54
61, 57, 14, 55, 74, 80, 76, 53, 48, 3, 41, 83, 94, 52, 24, 29, 27, 14, 99, 34, 17, 95, 69, 13, 46, 52, 58, 1, 46, 94, 18, 71, 56, 65, 81, 44, 17, 81, 54, 41, 97, 93, 89, 71, 82, 41, 30, 29, 16, 12
61, 66, 14, 69, 88, 77, 69, 31, 21, 94, 6, 75, 94, 34, 39, 60, 88, 26, 94, 24, 39, 37, 10, 88, 76, 41, 42, 2, 53, 55, 15, 48, 97, 87, 93, 1, 42, 95, 24, 3, 69, 48, 60, 87, 96, 90, 93, 10, 51, 35
61, 77, 7, 41, 1, 79, 90, 83, 22, 82, 19, 66, 3, 51, 61, 9, 67, 85, 5, 65, 71, 18, 21, 85, 21, 6, 40, 90, 37, 90, 14, 70, 80, 69, 42, 1, 43, 15, 99, 94, 30, 87, 59, 83, 56, 62, 7, 13, 19, 24
61, 87, 1, 22, 13, 53, 6, 9, 98, 10, 69, 13, 40, 9, 65, 75, 96, 86, 41, 48, 27, 0, 2, 48, 62, 65, 67, 57, 50, 79, 37, 78, 73, 15, 56, 70, 68, 54, 1, 82, 11, 18, 76, 36, 12, 51, 79, 54, 0, 40
